uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,Unnamed: 0,kmeans_0,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,label
kn15041,3,0,5,0,2,2,2,1,1,2,0,2,1,0,1,2,0,0,1,0,15040,0,0,0,0,0,0,0,1,0,0,0
kn15042,9,1,2,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,15041,0,0,0,0,0,0,0,1,0,0,0
kn15043,1,0,3,3,1,0,2,1,0,2,1,0,1,0,1,0,0,1,1,0,15042,0,0,0,0,0,0,0,1,0,0,0
kn15044,2,2,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,0,0,15043,0,0,0,0,0,0,1,0,0,0,0
kn15045,3,1,3,3,2,2,1,2,0,0,1,2,1,0,0,1,2,0,0,0,15044,0,0,0,0,0,0,0,1,0,0,0
kn15046,2,3,1,2,0,0,4,2,1,1,0,1,2,0,1,0,0,0,0,0,15045,0,0,0,0,0,0,0,1,0,0,0
kn15047,1,1,1,1,6,5,1,0,1,0,3,0,0,1,0,1,0,0,0,0,15046,0,0,0,0,0,0,0,1,0,0,0
kn15048,1,0,1,2,2,1,2,1,1,3,0,0,2,0,1,0,0,0,0,0,15047,0,0,0,0,0,0,0,1,0,0,0
kn15049,1,5,5,1,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,15048,0,0,0,0,0,0,0,1,0,0,0
kn15050,7,0,3,1,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0,0,15049,0,0,0,0,0,0,0,1,0,0,0
kn15051,1,0,0,1,1,0,2,0,1,1,1,1,0,2,0,0,1,0,0,0,15050,0,0,0,0,0,0,1,0,0,0,0
kn15052,2,2,1,0,0,2,1,0,2,2,1,0,0,1,1,2,2,0,2,0,15051,0,0,0,0,0,0,0,1,0,0,1
kn15053,2,2,0,0,0,1,0,1,0,0,1,1,2,0,2,3,1,5,1,0,15052,0,0,0,0,0,0,0,1,0,0,0
kn15054,3,6,3,1,0,3,1,1,0,1,1,1,0,0,0,3,0,0,0,0,15053,0,0,0,0,0,0,0,1,0,0,0
kn15055,4,2,1,1,0,1,2,0,1,0,0,0,1,0,1,0,4,6,0,0,15054,0,0,0,0,0,0,0,1,0,0,1
kn15056,2,3,2,2,2,0,0,1,2,2,1,2,0,1,1,1,0,0,0,0,15055,0,0,0,0,0,0,0,1,0,0,0
kn15057,1,2,2,2,3,0,1,2,1,1,3,0,0,0,0,0,1,0,0,0,15056,0,0,0,0,0,0,0,1,0,0,0
kn15058,2,5,3,2,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,15057,0,0,0,0,0,0,0,1,0,0,0
kn15059,1,1,0,0,0,2,3,1,2,0,0,2,2,0,1,1,0,3,1,0,15058,0,0,0,0,0,0,0,1,0,0,0
kn15060,1,1,0,0,2,0,1,1,1,0,2,0,3,1,3,2,2,0,0,0,15059,0,0,0,0,0,0,0,1,0,0,0
kn15061,2,2,0,0,0,0,2,0,0,0,0,0,1,1,3,2,4,2,2,0,15060,0,0,0,0,0,0,0,1,0,0,0
kn15062,1,0,0,1,0,0,0,0,0,3,3,1,2,5,3,0,1,1,0,0,15061,0,0,0,0,0,0,0,1,0,0,0
kn15063,1,1,0,1,0,2,1,2,0,0,1,2,1,0,1,2,1,2,0,0,15062,0,0,0,0,0,0,0,1,0,0,0
kn15064,3,0,1,2,1,1,3,1,5,0,1,0,1,1,1,0,0,0,0,0,15063,0,0,0,0,0,0,0,1,0,0,0
kn15065,1,2,1,2,1,0,1,3,1,2,0,1,0,0,3,0,1,0,0,0,15064,0,0,0,0,0,0,0,1,0,0,0
kn15066,0,2,2,2,3,3,1,0,0,0,3,0,1,1,1,1,0,0,0,0,15065,0,0,0,0,0,0,0,1,0,0,0
kn15067,3,2,2,2,3,1,1,1,3,2,1,0,0,0,1,0,0,0,0,0,15066,0,0,0,0,0,0,0,1,0,0,0
kn15068,2,3,3,1,1,0,1,3,0,0,2,0,2,1,1,0,1,0,0,0,15067,0,0,0,0,0,0,0,1,0,0,0
kn15069,1,0,0,0,1,0,1,3,0,1,2,1,2,0,2,2,4,0,0,0,15068,0,0,0,0,0,0,0,1,0,0,0
kn15070,2,1,3,0,1,0,0,0,3,0,1,2,0,4,0,3,1,0,0,0,15069,0,0,0,0,0,0,0,1,0,0,0
kn15071,1,0,3,3,2,0,3,1,0,1,1,1,0,0,0,0,1,0,1,0,15070,0,0,0,0,0,0,0,1,0,0,0
kn15072,1,0,1,0,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,15071,0,0,0,0,0,0,1,0,0,0,0
kn15073,3,1,1,2,1,0,0,2,4,1,0,1,0,3,2,2,1,0,0,0,15072,0,0,0,0,0,0,0,1,0,0,1
kn15074,5,1,2,2,3,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,15073,0,0,0,0,0,0,0,1,0,0,0
kn15075,1,0,1,1,1,0,2,1,0,2,4,1,2,1,0,1,0,0,1,0,15074,0,0,0,0,0,0,0,1,0,0,0
kn15076,1,1,2,2,0,0,4,1,1,1,2,1,1,0,1,1,1,3,0,0,15075,0,0,0,0,0,0,0,1,0,0,0
kn15077,1,4,1,3,0,0,1,2,0,2,1,0,3,1,0,0,0,0,6,0,15076,0,0,0,0,0,0,0,1,0,0,0
kn15078,1,1,0,1,0,0,3,2,1,0,2,1,1,1,1,1,3,1,0,0,15077,0,0,0,0,0,0,0,1,0,0,0
kn15079,2,1,0,3,2,0,0,0,1,0,3,1,1,2,1,0,0,1,1,0,15078,0,0,0,0,0,0,0,1,0,0,0
kn15080,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,10,0,15079,0,0,0,0,0,0,0,1,0,0,0
kn15081,2,1,0,0,1,0,1,2,1,1,2,0,1,2,2,2,3,0,0,0,15080,0,0,0,0,0,0,0,1,0,0,0
kn15082,0,2,0,1,0,1,1,0,1,0,2,0,0,1,0,4,3,2,3,0,15081,0,0,0,0,0,0,0,1,0,0,0
kn15083,6,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15082,0,0,0,0,0,0,0,1,0,0,0
kn15084,3,0,1,1,0,0,1,0,0,0,0,0,5,2,0,3,3,0,0,0,15083,0,0,0,0,0,0,0,1,0,0,0
kn15085,2,1,0,2,1,2,0,1,0,0,1,0,2,0,3,2,1,2,0,0,15084,0,0,0,0,0,0,0,1,0,0,0
kn15086,5,1,4,1,4,1,0,1,0,0,1,2,0,0,1,0,1,0,0,0,15085,0,0,0,0,0,0,0,1,0,0,1
kn15087,1,0,1,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,15086,0,0,0,0,0,0,1,0,0,0,0
kn15088,3,1,2,1,0,0,1,4,1,1,0,3,0,0,1,0,1,0,0,0,15087,0,0,0,0,0,0,0,1,0,0,0
kn15089,3,0,1,0,6,2,3,3,0,1,1,1,0,0,0,0,0,0,0,0,15088,0,0,0,0,0,0,0,1,0,0,0
kn15090,2,3,2,0,0,0,6,1,0,3,1,1,1,2,1,1,0,0,0,0,15089,0,0,0,0,0,0,0,1,0,0,0
kn15091,2,3,1,2,0,1,1,0,1,1,0,2,0,1,0,3,1,0,1,0,15090,0,0,0,0,0,0,0,1,0,0,0
kn15092,2,2,0,1,1,0,0,0,0,0,0,2,3,4,1,2,1,2,0,0,15091,0,0,0,0,0,0,0,1,0,0,0
kn15093,2,2,0,0,1,0,1,0,0,0,2,2,1,4,2,0,1,2,0,0,15092,0,0,0,0,0,0,0,1,0,0,0
kn15094,4,5,3,4,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,15093,0,0,0,0,0,0,0,1,0,0,0
kn15095,1,7,1,2,2,1,2,0,1,1,1,0,0,0,0,0,0,2,0,0,15094,0,0,0,0,0,0,0,1,0,0,1
kn15096,4,0,2,3,0,1,2,1,1,2,1,0,0,2,1,0,1,1,0,0,15095,0,0,0,0,0,0,0,1,0,0,0
kn15097,2,2,1,0,0,0,1,0,0,1,1,1,0,2,4,2,4,1,0,0,15096,0,0,0,0,0,0,0,1,0,0,0
kn15098,2,1,0,1,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,15097,0,0,0,0,0,0,1,0,0,0,0
kn15099,2,1,3,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,15098,0,0,0,0,0,0,1,0,0,0,0
kn15100,4,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,0,15099,0,0,0,0,0,0,1,0,0,0,0
kn15101,5,0,0,0,4,3,2,2,0,2,2,1,0,0,1,0,0,2,2,0,15100,0,0,0,0,0,0,0,1,0,0,0
kn15102,0,1,0,1,2,1,0,1,0,0,0,1,0,1,2,2,2,0,0,0,15101,0,0,0,0,0,0,1,0,0,0,0
kn15103,3,1,1,0,0,1,2,0,1,0,2,0,0,1,0,2,1,2,1,0,15102,0,0,0,0,0,0,0,1,0,0,0
kn15104,2,3,2,0,1,0,2,1,1,0,1,2,1,1,3,1,0,0,0,0,15103,0,0,0,0,0,0,0,1,0,0,0
kn15105,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,15104,0,0,0,0,0,0,1,0,0,0,0
kn15106,2,1,1,0,2,0,3,1,2,0,2,2,1,2,1,0,0,0,0,0,15105,0,0,0,0,0,0,0,1,0,0,0
kn15107,9,3,1,0,0,1,0,0,1,0,0,0,1,2,1,2,1,0,1,0,15106,0,0,0,0,0,0,0,1,0,0,0
kn15108,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,4,3,3,4,0,15107,0,0,0,0,0,0,0,1,0,0,0
kn15109,2,3,2,0,3,1,5,3,0,0,0,0,0,1,1,0,0,1,1,0,15108,0,0,0,0,0,0,0,1,0,0,0
kn15110,3,0,2,2,1,0,1,1,3,4,1,0,1,1,1,1,0,1,0,0,15109,0,0,0,0,0,0,0,1,0,0,0
kn15111,1,1,5,2,4,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,15110,0,0,0,0,0,0,0,1,0,0,0
kn15112,3,1,1,0,1,2,1,0,0,0,1,5,1,2,1,3,0,1,0,0,15111,0,0,0,0,0,0,0,1,0,0,0
kn15113,3,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,5,4,0,15112,0,0,0,0,0,0,0,1,0,0,0
kn15114,9,3,6,1,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,15113,0,0,0,0,0,0,0,1,0,0,0
kn15115,1,0,1,0,0,1,1,0,2,2,6,2,1,1,1,0,1,0,0,0,15114,0,0,0,0,0,0,0,1,0,0,0
kn15116,4,0,0,1,1,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,15115,0,0,0,0,0,0,1,0,0,0,0
kn15117,2,2,1,1,1,3,2,2,0,0,2,0,1,2,0,0,0,0,0,0,15116,0,0,0,0,0,0,0,1,0,0,0
kn15118,2,1,0,1,1,0,3,2,1,2,1,0,1,0,2,2,0,2,0,0,15117,0,0,0,0,0,0,0,1,0,0,0
kn15119,1,0,1,2,1,1,2,0,5,1,0,0,1,0,0,4,1,0,0,0,15118,0,0,0,0,0,0,0,1,0,0,0
kn15120,2,1,0,1,2,3,3,0,4,0,0,1,2,0,0,0,1,0,1,0,15119,0,0,0,0,0,0,0,1,0,0,0
kn15121,1,2,4,2,3,1,1,0,0,3,2,0,0,1,0,0,0,0,0,0,15120,0,0,0,0,0,0,0,1,0,0,0
kn15122,7,1,3,2,0,2,1,0,0,0,1,1,0,0,1,1,0,2,0,0,15121,0,0,0,0,0,0,0,1,0,0,0
kn15123,3,0,1,0,1,0,2,0,2,0,2,4,3,1,2,0,0,1,0,0,15122,0,0,0,0,0,0,0,1,0,0,0
kn15124,4,1,0,2,0,2,1,1,1,1,1,0,0,1,2,3,1,3,0,0,15123,0,0,0,0,0,0,0,1,0,0,0
kn15125,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,2,0,15124,0,0,0,0,0,0,1,0,0,0,0
kn15126,6,4,1,3,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,15125,0,0,0,0,0,0,0,1,0,0,0
kn15127,2,3,1,0,0,3,1,1,1,1,2,3,2,3,0,0,0,1,0,0,15126,0,0,0,0,0,0,0,1,0,0,0
kn15128,1,0,1,2,1,0,1,0,0,1,0,3,0,1,5,3,0,0,0,0,15127,0,0,0,0,0,0,0,1,0,0,0
kn15129,1,2,0,1,2,0,1,1,1,0,2,0,4,0,2,2,1,1,1,0,15128,0,0,0,0,0,0,0,1,0,0,0
kn15130,0,1,0,2,2,2,1,0,1,1,2,0,0,0,0,0,1,0,0,0,15129,0,0,0,0,0,0,1,0,0,0,0
kn15131,1,0,1,1,1,1,4,2,3,0,1,2,0,2,0,1,0,0,0,0,15130,0,0,0,0,0,0,0,1,0,0,0
kn15132,1,0,2,4,0,1,2,1,0,0,0,3,1,0,0,0,1,0,0,0,15131,0,0,0,0,0,0,0,1,0,0,0
kn15133,3,1,4,1,2,1,1,1,1,0,3,0,0,1,1,2,0,1,1,0,15132,0,0,0,0,0,0,0,1,0,0,0
kn15134,2,1,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,2,0,0,15133,0,0,0,0,0,0,1,0,0,0,0
kn15135,5,5,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15134,0,0,0,0,0,0,0,1,0,0,0
kn15136,1,1,0,1,0,2,3,0,0,1,1,3,1,0,1,1,3,0,0,0,15135,0,0,0,0,0,0,0,1,0,0,0
kn15137,2,3,1,0,1,2,3,2,2,2,0,2,2,1,0,1,0,0,0,0,15136,0,0,0,0,0,0,0,1,0,0,0
kn15138,8,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,15137,0,0,0,0,0,0,0,1,0,0,0
kn15139,1,2,0,0,0,0,1,1,1,1,2,2,0,0,3,3,1,1,0,0,15138,0,0,0,0,0,0,0,1,0,0,0
kn15140,3,0,3,0,1,1,2,3,2,1,3,0,1,0,0,0,0,0,0,0,15139,0,0,0,0,0,0,0,1,0,0,0
kn15141,2,2,0,1,2,4,6,0,0,0,0,1,0,1,0,0,0,1,0,0,15140,0,0,0,0,0,0,0,1,0,0,0
kn15142,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,5,1,4,2,0,15141,0,0,0,0,0,0,0,1,0,0,0
kn15143,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,15142,0,0,0,0,0,0,1,0,0,0,0
kn15144,2,3,1,5,1,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,15143,0,0,0,0,0,0,0,1,0,0,0
kn15145,3,3,3,3,4,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,15144,0,0,0,0,0,0,0,1,0,0,0
kn15146,1,0,0,1,1,0,0,2,2,1,1,3,2,2,2,0,1,0,0,0,15145,0,0,0,0,0,0,0,1,0,0,0
kn15147,2,1,0,0,1,1,1,2,1,2,2,2,0,2,3,1,0,0,0,0,15146,0,0,0,0,0,0,0,1,0,0,0
kn15148,7,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15147,0,0,0,0,0,0,0,1,0,0,0
kn15149,3,0,2,0,0,0,3,0,1,0,1,0,0,0,3,3,1,1,0,0,15148,0,0,0,0,0,0,0,1,0,0,0
kn15150,3,1,2,1,1,0,0,0,0,0,1,0,1,1,1,1,4,6,0,0,15149,0,0,0,0,0,0,0,1,0,0,0
kn15151,1,1,0,0,1,2,1,3,2,1,0,0,0,0,2,1,2,1,1,0,15150,0,0,0,0,0,0,0,1,0,0,0
kn15152,11,4,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,15151,0,0,0,0,0,0,0,1,0,0,0
kn15153,3,0,1,0,3,0,1,0,1,1,1,3,1,0,1,0,0,3,3,0,15152,0,0,0,0,0,0,0,1,0,0,0
kn15154,1,1,1,0,1,1,1,0,0,0,0,1,0,2,4,1,2,5,0,0,15153,0,0,0,0,0,0,0,1,0,0,0
kn15155,3,0,1,3,3,0,1,1,1,0,0,1,3,1,1,2,0,0,0,0,15154,0,0,0,0,0,0,0,1,0,0,0
kn15156,3,8,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,15155,0,0,0,0,0,0,0,1,0,0,0
kn15157,2,1,0,2,1,0,2,0,0,0,2,1,0,0,0,1,1,1,0,0,15156,0,0,0,0,0,0,1,0,0,0,0
kn15158,3,2,1,0,1,1,1,0,0,0,1,0,0,0,0,2,0,3,8,0,15157,0,0,0,0,0,0,0,1,0,0,0
kn15159,2,3,3,2,2,0,1,0,1,0,1,0,3,1,3,0,2,0,0,0,15158,0,0,0,0,0,0,0,1,0,0,0
kn15160,7,2,2,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,3,0,15159,0,0,1,0,0,0,0,0,0,0,0
kn15161,2,2,1,2,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,15160,0,0,0,0,0,0,1,0,0,0,0
kn15162,2,1,0,0,2,1,0,0,0,0,1,1,1,1,0,0,2,0,0,0,15161,0,0,0,0,0,0,1,0,0,0,0
kn15163,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,12,0,15162,0,0,0,0,0,0,0,1,0,0,0
kn15164,2,1,1,0,1,0,2,1,1,0,3,2,3,1,1,3,0,0,0,0,15163,0,0,0,0,0,0,0,1,0,0,0
kn15165,3,0,1,3,1,0,4,0,2,0,1,0,2,2,0,0,0,1,0,0,15164,0,0,0,0,0,0,0,1,0,0,0
kn15166,1,2,0,0,2,0,3,0,2,0,1,0,1,0,1,0,1,0,0,0,15165,0,0,0,0,0,0,1,0,0,0,0
kn15167,1,0,2,0,0,1,0,0,1,2,0,4,1,0,3,0,1,1,0,0,15166,0,0,0,0,0,0,0,1,0,0,0
kn15168,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,15167,0,0,0,0,0,0,1,0,0,0,0
kn15169,4,0,0,1,0,1,0,0,1,1,0,0,1,0,3,2,4,3,1,0,15168,0,0,0,0,0,0,0,1,0,0,0
kn15170,2,2,3,2,1,3,4,0,0,0,1,0,0,1,0,0,1,0,0,0,15169,0,0,0,0,0,0,0,1,0,0,1
kn15171,2,3,1,1,0,0,2,0,0,0,0,0,0,0,3,1,5,2,0,0,15170,0,0,0,0,0,0,0,1,0,0,0
kn15172,2,2,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0,15171,0,0,0,0,0,0,1,0,0,0,0
kn15173,1,0,1,2,2,1,2,1,0,0,3,1,2,3,0,1,0,0,0,0,15172,0,0,0,0,0,0,0,1,0,0,0
kn15174,5,3,2,0,3,1,2,0,0,0,1,0,0,2,0,0,1,0,0,0,15173,0,0,0,0,0,0,0,1,0,0,0
kn15175,2,3,2,0,0,0,1,1,1,1,0,2,1,3,2,3,2,0,0,0,15174,0,0,0,0,0,0,0,1,0,0,0
kn15176,1,5,2,6,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15175,0,0,0,0,0,0,0,1,0,0,0
kn15177,11,2,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,15176,0,0,0,0,0,0,0,1,0,0,0
kn15178,2,1,2,1,1,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,15177,0,0,0,0,0,0,1,0,0,0,0
kn15179,1,3,2,2,2,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,15178,0,0,0,0,0,0,0,1,0,0,0
kn15180,1,2,0,3,0,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0,15179,0,0,0,0,0,0,1,0,0,0,0
kn15181,3,2,1,2,2,0,1,0,0,1,3,1,0,0,1,1,0,0,0,0,15180,0,0,0,0,0,0,0,1,0,0,0
kn15182,3,4,2,4,1,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,15181,0,0,0,0,0,0,0,1,0,0,0
kn15183,2,1,0,2,0,1,1,2,2,3,4,1,0,0,1,0,1,0,0,0,15182,0,0,0,0,0,0,0,1,0,0,0
kn15184,2,2,0,0,1,0,1,0,3,2,0,0,2,3,2,2,0,0,0,0,15183,0,0,0,0,0,0,0,1,0,0,0
kn15185,1,1,1,0,0,1,1,0,1,0,1,2,1,2,1,2,3,2,0,0,15184,0,0,0,0,0,0,0,1,0,0,0
kn15186,3,2,1,1,3,0,1,1,2,1,2,0,1,1,2,0,0,1,0,0,15185,0,0,0,0,0,0,0,1,0,0,0
kn15187,4,3,3,4,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,15186,0,0,0,0,0,0,0,1,0,0,0
kn15188,2,2,0,0,1,0,4,2,0,1,2,0,3,0,0,0,1,2,0,0,15187,0,0,0,0,0,0,0,1,0,0,0
kn15189,1,1,0,1,1,2,2,5,1,1,2,0,1,0,0,0,0,0,0,0,15188,0,0,0,0,0,0,0,1,0,0,0
kn15190,2,3,3,2,6,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,15189,0,0,0,0,0,0,0,1,0,0,0
kn15191,1,0,0,0,1,2,3,5,3,1,2,1,0,0,0,0,0,0,0,0,15190,0,0,0,0,0,0,0,1,0,0,0
kn15192,1,3,1,2,0,0,0,0,1,0,0,0,1,1,1,0,7,0,4,0,15191,0,0,0,0,0,0,0,1,0,0,0
kn15193,9,3,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,15192,0,0,0,0,0,0,0,1,0,0,0
kn15194,2,2,0,2,0,1,1,2,0,0,0,1,1,1,1,0,1,2,2,0,15193,0,0,0,0,0,0,0,1,0,0,0
kn15195,2,1,2,2,3,3,2,1,0,0,0,1,1,0,1,0,0,3,0,0,15194,0,0,0,0,0,0,0,1,0,0,0
kn15196,2,1,0,1,2,2,4,3,3,2,1,0,1,0,1,0,0,0,0,0,15195,0,0,0,0,0,0,0,1,0,0,1
kn15197,1,2,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,15196,0,0,0,0,0,0,1,0,0,0,0
kn15198,2,1,1,0,3,0,3,1,1,1,1,1,2,2,0,0,0,2,0,0,15197,0,0,0,0,0,0,0,1,0,0,0
kn15199,1,0,2,4,1,1,1,0,1,1,2,1,0,0,1,0,0,2,0,0,15198,0,0,0,0,0,0,0,1,0,0,0
kn15200,0,0,0,0,1,0,2,1,1,0,1,0,1,2,1,0,3,1,3,0,15199,0,0,0,0,0,0,0,1,0,0,0
kn15201,1,1,1,0,1,3,1,0,1,1,1,3,0,1,1,2,1,0,0,0,15200,0,0,0,0,0,0,0,1,0,0,0
kn15202,3,0,1,0,1,1,0,2,2,2,1,1,4,2,0,2,0,0,0,0,15201,0,0,0,0,0,0,0,1,0,0,0
kn15203,1,0,0,1,3,3,3,1,1,1,2,0,1,0,1,1,0,0,0,0,15202,0,0,0,0,0,0,0,1,0,0,0
kn15204,1,0,0,2,0,0,2,2,1,1,3,2,2,0,0,0,0,0,4,0,15203,0,0,0,0,0,0,0,1,0,0,0
kn15205,7,3,2,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,15204,0,0,0,0,0,0,0,1,0,0,0
kn15206,5,0,0,0,2,3,3,1,3,2,2,0,0,0,2,0,0,0,0,0,15205,0,0,0,0,0,0,0,1,0,0,1
kn15207,4,1,0,1,0,0,1,0,0,1,0,2,0,3,0,0,4,4,1,0,15206,0,0,0,0,0,0,0,1,0,0,0
kn15208,3,0,4,3,1,2,1,1,3,2,0,1,0,0,0,0,0,0,0,0,15207,0,0,0,0,0,0,0,1,0,0,0
kn15209,1,1,0,0,2,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,15208,0,0,0,0,0,0,1,0,0,0,0
kn15210,1,0,1,1,0,1,2,0,2,2,3,1,0,1,4,0,0,0,0,0,15209,0,0,0,0,0,0,0,1,0,0,0
kn15211,3,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,7,2,0,0,15210,0,0,0,0,0,0,0,1,0,0,0
kn15212,2,1,0,0,2,1,1,0,1,2,2,2,1,2,1,1,0,0,0,0,15211,0,0,0,0,0,0,0,1,0,0,0
kn15213,3,1,2,4,1,0,3,2,2,1,0,2,0,1,0,0,0,0,0,0,15212,0,0,0,0,0,0,0,1,0,0,1
kn15214,1,2,1,0,1,0,2,1,1,0,0,1,0,1,2,3,1,3,0,0,15213,0,0,0,0,0,0,0,1,0,0,0
kn15215,7,1,3,0,2,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,15214,0,0,0,0,0,0,0,1,0,0,0
kn15216,5,0,0,0,1,2,1,1,3,1,1,1,1,0,0,1,1,2,2,0,15215,0,0,0,0,0,0,0,1,0,0,0
kn15217,5,0,0,0,1,1,0,1,1,0,0,0,1,0,2,1,1,1,0,0,15216,0,0,0,0,0,0,1,0,0,0,0
kn15218,3,0,1,1,0,0,1,0,2,1,1,3,1,1,5,0,0,0,0,0,15217,0,0,0,0,0,0,0,1,0,0,0
kn15219,1,1,0,2,1,0,2,2,2,0,2,0,1,1,0,3,0,0,0,0,15218,0,0,0,0,0,0,0,1,0,0,0
kn15220,2,1,0,1,0,1,1,2,0,0,2,5,3,4,0,0,0,0,0,0,15219,0,0,0,0,0,0,0,1,0,0,0
kn15221,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,3,6,5,0,15220,0,0,0,0,0,0,0,1,0,0,0
kn15222,3,0,2,0,1,0,0,3,2,0,1,3,1,1,3,2,1,0,1,0,15221,0,0,0,0,0,0,0,1,0,0,0
kn15223,3,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,4,0,8,0,15222,0,0,0,0,0,0,0,1,0,0,0
kn15224,0,2,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,2,2,0,15223,0,0,0,0,0,0,1,0,0,0,0
kn15225,4,2,0,2,1,1,2,0,1,0,1,3,3,4,1,0,0,0,0,0,15224,0,0,0,0,0,0,0,1,0,0,0
kn15226,9,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,15225,0,0,0,0,0,0,0,1,0,0,0
kn15227,0,2,0,2,4,1,1,4,1,0,0,0,0,0,0,0,0,1,1,0,15226,0,0,0,0,0,0,0,1,0,0,0
kn15228,1,1,0,0,2,0,1,0,0,2,0,0,0,3,0,2,2,2,2,0,15227,0,0,0,0,0,0,0,1,0,0,0
kn15229,1,2,1,0,2,0,1,0,2,1,2,1,1,2,1,0,2,3,0,0,15228,0,0,0,0,0,0,0,1,0,0,0
kn15230,3,0,2,2,0,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,15229,0,0,0,0,0,0,0,1,0,0,0
kn15231,1,1,3,1,1,3,0,2,2,0,1,0,0,0,0,0,1,1,2,0,15230,0,0,0,0,0,0,0,1,0,0,0
kn15232,2,2,1,1,1,0,2,1,3,1,2,1,0,0,0,2,1,1,0,0,15231,0,0,0,0,0,0,0,1,0,0,0
kn15233,1,0,2,0,1,0,0,0,1,0,1,1,1,1,1,2,3,3,1,0,15232,0,0,0,0,0,0,0,1,0,0,0
kn15234,1,1,0,2,0,0,2,0,0,1,0,0,0,1,1,1,3,3,3,0,15233,0,0,0,0,0,0,0,1,0,0,0
kn15235,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,3,3,5,3,0,15234,0,0,0,0,0,0,0,1,0,0,0
kn15236,2,2,1,0,0,0,1,0,0,0,0,1,1,0,3,0,5,4,0,0,15235,0,0,0,0,0,0,0,1,0,0,0
kn15237,2,1,2,2,0,3,4,1,1,3,1,1,0,0,0,0,1,1,0,0,15236,0,0,0,0,0,0,0,1,0,0,0
